,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Portland,100,US,1600832943,67,45.52,-122.68,66.99,3.22
376,Puerto Escondido,75,MX,1600833204,69,15.85,-97.07,82.4,6.13
377,Zverinogolovskoye,100,RU,1600833238,85,54.46,64.85,51.44,22.26
378,San Quintín,0,MX,1600833240,70,30.48,-115.95,72.1,11.88
379,Turtas,100,RU,1600833242,90,58.94,69.13,39.51,14.38
380,Abnūb,0,EG,1600833244,53,27.27,31.15,73.4,10.29
381,Hobyo,100,SO,1600833246,80,5.35,48.53,78.91,24.99
382,Digby,100,CA,1600833248,92,44.62,-65.77,54.0,24.0
383,Bontang,100,ID,1600833249,89,0.13,117.5,76.05,1.21
384,Kaeo,51,NZ,1600833250,76,-35.1,173.78,64.0,10.0
385,Diapaga,33,BF,1600833252,86,12.07,1.79,73.31,3.13
386,Kenai,90,US,1600833254,81,60.55,-151.26,50.0,16.11
387,Tigil',29,RU,1600833256,60,57.8,158.67,47.79,10.4
388,Fomboni,13,KM,1600833258,79,-12.28,43.74,78.85,18.32
389,Okhotsk,86,RU,1600833260,74,59.38,143.3,53.08,3.74
390,Tiksi,53,RU,1600833262,57,71.69,128.87,48.96,17.94
391,Nandu,77,CN,1600833264,52,22.85,110.82,84.99,2.75
392,Leh,1,IN,1600833265,39,34.17,77.58,53.69,6.33
393,Carupano,80,VE,1600833267,86,10.67,-63.26,80.47,7.38
394,Abhā,90,SA,1600833270,17,18.22,42.51,62.6,11.39
395,Kawayan,7,PH,1600833272,72,7.54,122.87,84.65,3.96
396,Mayo,1,US,1600833273,63,38.89,-76.51,63.0,3.36
397,Pangoa,95,PE,1600833274,84,-12.12,-73.0,69.35,1.97
398,Guerrero Negro,0,MX,1600833276,62,27.98,-114.06,76.23,11.92
399,Vila Velha,90,BR,1600833061,88,-20.33,-40.29,71.6,3.36
400,Anyang,99,CN,1600833152,76,36.1,114.33,68.02,4.38
401,Conceição do Araguaia,89,BR,1600833281,56,-8.26,-49.26,81.61,4.99
402,Fort Saint James,100,CA,1600833282,90,54.43,-124.25,47.48,2.95
403,Rocha,95,UY,1600833285,89,-34.48,-54.33,43.41,6.38
404,Gopālganj,100,IN,1600833286,90,26.47,84.43,78.85,16.6
405,Rechka Vydrino,5,RU,1600833287,63,51.48,104.85,52.34,12.28
406,Konëvo,94,RU,1600833288,80,62.12,39.32,39.74,6.96
407,Codrington,97,AU,1600833290,71,-38.27,141.97,50.14,17.09
408,Manbij,0,SY,1600833294,68,36.53,37.95,68.0,12.57
409,Awjilah,0,LY,1600833295,66,29.11,21.29,67.44,6.44
410,Talnakh,100,RU,1600833296,75,69.49,88.4,46.4,24.61
411,Turukhansk,82,RU,1600833297,70,65.82,87.98,47.16,16.78
412,Loa Janan,100,ID,1600833299,89,-0.58,117.09,78.82,3.24
413,Kattivākkam,20,IN,1600833300,58,13.22,80.32,86.0,9.17
414,Namatanai,100,PG,1600833301,66,-3.67,152.43,84.61,8.21
415,Kaya,98,BF,1600833302,78,13.09,-1.08,76.95,1.21
416,Maloarkhangel'sk,50,RU,1600833305,75,52.4,36.5,51.06,7.14
417,Deli Tua,99,ID,1600833306,69,3.51,98.68,85.05,3.0
418,Sinnamary,0,GF,1600833307,86,5.38,-52.95,78.04,13.15
419,Puerto Lempira,12,HN,1600833309,80,15.27,-83.77,80.42,5.55
420,La Cruz,72,MX,1600833311,86,23.92,-106.9,84.0,3.0
421,Gobabis,0,NA,1600833313,33,-22.45,18.97,60.28,8.61
422,Vanimo,66,PG,1600833314,60,-2.67,141.3,86.72,8.21
423,Sørland,75,NO,1600833316,81,67.67,12.69,44.6,8.05
424,Santa Isabel Rio Negro,100,BR,1600833317,98,-0.41,-65.02,73.44,1.52
425,Acaraú,0,BR,1600833320,83,-2.89,-40.12,76.32,16.2
426,Medina del Campo,90,ES,1600833321,93,41.31,-4.91,60.01,4.7
427,Chenzhou,100,CN,1600833322,90,25.8,113.03,65.62,4.72
428,Cayenne,2,GF,1600833324,88,4.93,-52.33,77.0,12.66
429,Imbituba,75,BR,1600833325,82,-28.24,-48.67,59.0,7.67
430,Sturgeon Falls,1,CA,1600833328,87,46.36,-79.93,55.99,4.7
431,Pimentel,5,PE,1600833329,90,-6.84,-79.93,60.62,9.89
432,Naze,40,JP,1600833330,74,28.37,129.48,86.0,16.11
433,Kilindoni,41,TZ,1600833331,79,-7.91,39.67,78.71,17.36
434,Gouré,0,NE,1600833333,42,13.98,10.27,84.11,6.17
435,Orodara,20,BF,1600833335,88,10.95,-4.93,75.2,4.7
436,Tuatapere,42,NZ,1600833336,82,-46.13,167.68,55.0,8.99
437,Wilmington,1,US,1600833301,87,34.23,-77.94,55.4,2.91
438,Alta Floresta,100,BR,1600833338,96,-9.88,-56.09,71.82,3.96
439,Bakhchisaray,0,UA,1600833340,56,44.75,33.87,56.73,3.98
440,Hot Springs,90,US,1600833341,93,34.5,-93.06,60.8,3.36
441,Hokitika,71,NZ,1600833342,84,-42.72,170.97,58.77,2.86
442,Rawson,0,AR,1600833047,45,-43.3,-65.1,52.41,9.8
443,Payo,12,ID,1600833344,46,-3.75,103.64,94.35,2.28
444,San Vicente,5,AR,1600833347,95,-26.62,-54.13,57.11,2.15
445,Noumea,75,NC,1600833349,50,-22.28,166.46,80.01,11.41
446,Srednekolymsk,94,RU,1600833351,70,67.45,153.68,46.96,4.99
447,Barentu,0,ER,1600833353,75,15.11,37.59,72.86,4.29
448,Vilhena,46,BR,1600833355,59,-12.74,-60.15,72.95,2.04
449,Hohhot,40,CN,1600833357,93,40.81,111.65,51.8,4.47
450,Carutapera,12,BR,1600833358,85,-1.2,-46.02,76.69,8.16
451,Marathon,1,US,1600833359,93,44.9,-89.77,62.6,5.1
452,Caucaia,40,BR,1600833180,78,-3.74,-38.65,79.0,16.11
453,Mikhaylovka,79,RU,1600833361,59,50.06,43.24,54.14,6.2
454,Santa Maria da Boa Vista,0,BR,1600833362,70,-8.81,-39.83,72.55,16.42
455,Egvekinot,77,RU,1600833364,71,66.32,-179.17,39.72,2.24
456,Berekum,99,GH,1600833365,97,7.45,-2.58,70.95,5.17
457,Diego de Almagro,2,CL,1600833367,44,-26.37,-70.05,56.86,2.51
458,Labuhan,100,ID,1600833369,56,-6.88,112.21,89.13,3.22
459,Maunabo,100,PR,1600833370,100,18.01,-65.9,82.0,1.72
460,Dunmore Town,47,BS,1600833371,73,25.5,-76.65,80.37,22.24
461,Whitefish,40,US,1600833373,100,48.41,-114.34,50.0,4.7
462,Vrangel',2,RU,1600833375,70,42.73,133.08,63.61,12.3
463,Nemuro,75,JP,1600833376,63,43.32,145.57,64.4,9.17
464,Kununurra,0,AU,1600833377,30,-15.77,128.73,98.6,9.17
465,Huilong,100,CN,1600833378,78,31.81,121.66,73.99,7.96
466,Richards Bay,0,ZA,1600833380,82,-28.78,32.04,57.02,7.25
467,Grindavik,75,IS,1600833381,86,63.84,-22.43,37.4,10.29
468,Coffs Harbour,0,AU,1600833307,38,-30.3,153.13,77.0,10.29
469,Staraya Poltavka,82,RU,1600833383,63,50.48,46.48,56.57,10.25
470,Harar,63,ET,1600833386,86,9.31,42.13,60.78,4.05
471,Saquena,94,PE,1600833388,97,-4.67,-73.52,72.21,2.57
472,Porto Santo,40,PT,1600833390,83,33.07,-16.34,71.6,15.12
473,Camacha,40,PT,1600833391,83,33.08,-16.33,71.6,15.05
474,Anloga,75,GH,1600833394,88,5.79,0.9,77.0,8.05
475,San Miguel de Tucumán,0,AR,1600833398,47,-26.82,-65.22,59.0,4.7
476,Batagay-Alyta,49,RU,1600833399,50,67.8,130.41,48.43,2.21
477,Kahului,40,US,1600833281,48,20.89,-156.47,86.0,19.46
478,Waddān,0,LY,1600833401,43,29.16,16.14,71.64,6.76
479,Mairi,59,BR,1600833404,92,-11.71,-40.15,67.12,6.62
480,Husavik,90,IS,1600833406,93,66.04,-17.34,35.6,8.05
481,Waipawa,69,NZ,1600833408,87,-41.41,175.52,59.0,26.4
482,Saint-François,97,FR,1600833409,93,46.42,3.91,57.2,4.7
483,Muroto-misakicho,20,JP,1600833410,61,33.28,134.15,82.4,9.17
484,Qaqortoq,20,GL,1600833412,26,60.72,-46.03,33.8,13.87
485,Manta,75,EC,1600833414,83,-0.95,-80.73,71.6,11.41
486,Kapoeta,55,SS,1600833416,82,4.77,33.59,73.6,2.42
487,Sri Aman,40,MY,1600833420,74,1.24,111.46,86.0,2.24
488,Pitimbu,20,BR,1600833421,94,-7.47,-34.81,71.6,4.7
489,Oranjemund,0,NA,1600833422,27,-28.55,16.43,64.33,5.82
490,Ekhabi,0,RU,1600833424,55,53.51,142.97,58.71,10.2
491,Broome,1,US,1600833426,66,42.25,-75.83,50.0,6.93
492,Fairfield,1,US,1600833427,58,41.27,-73.32,59.0,5.82
493,Valparaíso,84,CL,1600833428,72,-33.04,-71.63,55.0,9.89
494,Basco,1,PH,1600833429,80,20.45,121.97,82.09,15.05
495,São Miguel do Araguaia,100,BR,1600833431,80,-13.28,-50.16,73.13,5.32
496,Hamilton,1,US,1600833233,93,39.18,-84.53,61.0,1.95
497,Ilhabela,99,BR,1600833434,85,-23.78,-45.36,65.3,10.74
498,Worthington,1,US,1600833436,67,40.09,-83.02,57.2,4.7
499,Kabanjahe,97,ID,1600833341,78,3.1,98.49,74.77,0.94
500,Nelson Bay,0,AU,1600833440,27,-32.72,152.15,75.99,26.4
501,Senneterre,75,CA,1600833441,87,48.38,-77.23,59.0,5.82
502,Estelle,90,US,1600833442,94,29.85,-90.11,77.0,8.05
503,Luanda,75,AO,1600833444,88,-8.84,13.23,71.6,3.36
504,Arrondissement de Saint-Denis,20,FR,1600833447,82,48.92,2.33,64.0,6.93
505,Puerto del Rosario,90,ES,1600833449,69,28.5,-13.86,75.2,5.82
506,Hambantota,40,LK,1600833450,83,6.12,81.12,82.4,9.17
507,Inírida,43,CO,1600833451,88,3.87,-67.92,76.62,2.19
508,Lázaro Cárdenas,86,MX,1600833391,86,17.96,-102.2,80.06,3.87
509,Koslan,96,RU,1600833454,80,63.46,48.9,43.61,15.68
510,Contamana,91,PE,1600833455,98,-7.33,-75.02,72.68,1.74
511,Austintown,20,US,1600833456,87,41.1,-80.76,52.0,4.65
512,Tabuk,91,PH,1600833458,73,17.42,121.44,85.86,6.69
513,West Bay,100,KY,1600833365,84,19.37,-81.42,84.0,4.12
514,La Orilla,36,MX,1600833461,88,17.98,-102.23,79.36,4.16
515,Flinders,11,AU,1600833462,36,-34.58,150.86,73.0,8.99
516,Mandan,20,US,1600833463,49,46.83,-100.89,68.0,6.93
517,Dubbo,75,AU,1600833468,48,-32.25,148.62,66.2,14.99
518,Alofi,90,NU,1600833470,88,-19.06,-169.92,71.6,6.93
519,Pskov,30,RU,1600833471,100,57.81,28.35,39.2,2.24
520,Kokomo,1,US,1600833472,77,40.49,-86.13,60.8,5.82
521,Najrān,27,SA,1600833475,19,17.49,44.13,71.6,4.7
522,Flin Flon,7,CA,1600833476,85,54.77,-101.86,45.05,5.48
523,Poum,3,NC,1600833478,70,-20.23,164.02,73.13,5.91
524,Nkhata Bay,5,MW,1600833480,63,-11.61,34.29,73.47,12.97
525,Sovetskiy,100,RU,1600833482,90,61.36,63.58,42.1,10.02
526,Chapais,75,CA,1600833316,81,49.78,-74.85,53.6,3.36
527,Paraíso,75,CR,1600833484,100,9.84,-83.87,68.0,1.12
528,Acapulco de Juárez,35,MX,1600833376,81,16.86,-99.89,80.4,6.17
529,Rome,1,US,1600833489,87,43.21,-75.46,48.2,4.09
530,Knysna,90,ZA,1600833490,100,-34.04,23.05,48.2,2.24
531,Ferrol,75,ES,1600833492,82,43.48,-8.24,64.4,8.05
532,Alto Paraguai,2,BR,1600833493,67,-14.51,-56.48,73.99,6.82
533,Malakal,100,SS,1600833494,95,9.53,31.66,72.93,3.2
534,Visby,0,SE,1600833495,93,57.64,18.3,51.8,5.82
535,Demidov,0,RU,1600833496,95,55.27,31.52,49.64,4.97
536,Trairi,28,BR,1600833499,79,-3.28,-39.27,77.11,12.15
537,Diu,100,IN,1600833502,85,20.71,70.98,82.96,15.82
538,Panabá,4,MX,1600833503,86,21.28,-88.27,77.38,3.91
539,Rabaul,100,PG,1600833504,68,-4.2,152.17,84.65,6.78
540,Victoria Point,87,AU,1600833506,66,-27.58,153.3,86.0,1.99
541,Arlit,0,NE,1600833509,19,18.74,7.39,88.27,7.36
542,Soure,0,BR,1600833510,79,-0.72,-48.52,80.11,13.4
543,Banda Aceh,94,ID,1600833511,66,5.56,95.32,84.94,2.15
544,Praia da Vitória,90,PT,1600833512,93,38.73,-27.07,66.2,21.45
545,Karatsu,75,JP,1600833513,61,33.44,129.97,80.6,11.41
546,Puerto Madryn,0,AR,1600833244,40,-42.77,-65.04,55.0,9.64
547,Itapecerica,100,BR,1600833516,86,-20.47,-45.13,62.06,9.13
548,Cocorit,1,MX,1600833517,63,27.58,-109.97,85.23,4.97
549,Severo-Kuril'sk,2,RU,1600833518,70,50.68,156.12,51.08,11.99
550,North Bend,1,US,1600833519,77,43.41,-124.22,60.8,3.36
551,Sambava,48,MG,1600833521,70,-14.27,50.17,71.28,10.02
552,Wanning,81,CN,1600833522,66,18.8,110.4,87.24,4.74
553,Yinchuan,0,CN,1600833523,36,38.47,106.27,65.93,1.83
554,Vikhorevka,99,RU,1600833524,57,56.12,101.16,51.8,8.95
555,Dickson,90,US,1600833527,87,36.08,-87.39,60.01,2.93
556,Basoko,4,CD,1600833531,83,1.24,23.62,70.86,1.21
557,Rio Brilhante,0,BR,1600833534,84,-21.8,-54.55,65.8,6.58
558,Tura,97,IN,1600833536,96,25.52,90.22,75.58,5.12
559,Singkang,20,MY,1600833537,74,2.1,102.8,86.0,5.82
560,San Jose,20,US,1600833305,63,37.34,-121.89,66.99,8.05
